step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
281,241680,4496,0.014481589108185254,1.0,1.0,0.016575776000887325,0.9375,0.9375,,,,,,
282,242336,4512,0.01961541490775994,0.9375,0.9375,,,,,,,,,
283,243120,4528,0.02050214588240129,1.0,1.0,,,,,,,,,
284,243904,4544,0.021640997405301666,0.9375,0.9375,,,,,,,,,
285,244432,4560,0.01697930993030404,1.0,1.0,,,,,,,,,
286,245344,4576,0.018586284170388986,1.0,1.0,,,,,,,,,
287,246384,4592,0.014733309367224907,1.0,1.0,,,,,,,,,
288,247424,4608,0.016628148345979133,1.0,1.0,,,,,,,,,
289,248336,4624,0.018880901337613158,1.0,1.0,0.017933544335403902,1.0,1.0,,,,,,
290,248992,4640,0.01810001250749167,0.9375,0.9375,,,,,,,,,
291,250032,4656,0.016590737393153105,0.9375,0.9375,,,,,,,,,
292,250944,4672,0.017494649389736352,1.0,1.0,,,,,,,,,
293,251984,4688,0.015225842462595483,0.875,0.875,,,,,,,,,
294,252640,4704,0.021310526145128787,0.9375,0.9375,,,,,,,,,
295,253296,4720,0.020452568655719237,1.0,1.0,,,,,,,,,
296,254080,4736,0.020105437650960123,0.9375,0.9375,,,,,,,,,
297,254864,4752,0.020318236869925194,1.0,1.0,0.020593643631538774,1.0,1.0,,,,,,
298,255776,4768,0.0182839509107289,1.0,1.0,,,,,,,,,
299,256688,4784,0.017701970086026666,0.9375,0.9375,,,,,,,,,
300,257600,4800,0.01951031151658238,1.0,1.0,,,,,,,,,
301,258384,4816,0.018639483178369148,0.9375,0.9375,,,,,,,,,
302,259424,4832,0.018207520683158764,1.0,1.0,,,,,,,,,
303,260208,4848,0.018652823944562084,0.9375,0.9375,,,,,,,,,
304,260864,4864,0.01696453731605544,1.0,1.0,,,,,,,,,
305,261520,4880,0.018969019175060484,0.9375,0.9375,0.02315710009734039,1.0,1.0,,,,,,
306,262560,4896,0.013344998841525745,0.9375,0.9375,,,,,,,,,
307,263344,4912,0.020082681201787883,1.0,1.0,,,,,,,,,
308,264000,4928,0.02539976060230336,1.0,1.0,,,,,,,,,
309,264784,4944,0.019296637227022868,1.0,1.0,,,,,,,,,
310,265568,4960,0.021860926747947106,1.0,1.0,,,,,,,,,
311,266352,4976,0.01697100210180037,0.9375,0.9375,,,,,,,,,
312,267392,4992,0.019000819155894962,1.0,1.0,,,,,,,,,
313,268176,5008,0.02014226462384665,0.9375,0.9375,0.01374271393268864,1.0,1.0,,,,,,
314,269216,5024,0.015401259048987618,0.9375,0.9375,,,,,,,,,
315,270128,5040,0.017790590473082905,1.0,1.0,,,,,,,,,
316,270912,5056,0.01902397015881265,1.0,1.0,,,,,,,,,
317,271696,5072,0.019167005256301006,1.0,1.0,,,,,,,,,
318,272480,5088,0.020931378782776778,0.875,0.875,,,,,,,,,
319,273520,5104,0.018923850240318563,0.9375,0.9375,,,,,,,,,
320,274432,5120,0.016406530289034597,1.0,1.0,,,,,,,,,
321,275088,5136,0.015210399197389961,1.0,1.0,0.0220212024189002,1.0,1.0,,,,,,
322,275872,5152,0.021958379004572634,0.875,0.875,,,,,,,,,
323,276656,5168,0.02167942086435531,1.0,1.0,,,,,,,,,
324,277440,5184,0.016253872252666925,1.0,1.0,,,,,,,,,
325,278352,5200,0.01714894196053842,1.0,1.0,,,,,,,,,
326,279136,5216,0.014489994528253523,1.0,1.0,,,,,,,,,
327,279792,5232,0.020233482697953657,1.0,1.0,,,,,,,,,
328,280704,5248,0.013230889331302934,1.0,1.0,,,,,,,,,
329,281360,5264,0.017157028980939744,1.0,1.0,0.011361086308027697,1.0,1.0,,,,,,
330,282272,5280,0.017276213140879244,1.0,1.0,,,,,,,,,
331,283184,5296,0.01666461176470477,1.0,1.0,,,,,,,,,
332,284096,5312,0.01779777318421452,1.0,1.0,,,,,,,,,
333,285008,5328,0.01982372758961966,1.0,1.0,,,,,,,,,
334,285920,5344,0.02099724204985922,1.0,1.0,,,,,,,,,
335,286832,5360,0.01811864976245348,1.0,1.0,,,,,,,,,
336,287744,5376,0.020071881377583783,1.0,1.0,,,,,,,,,
337,288784,5392,0.015113550405109174,1.0,1.0,0.020015975804305045,1.0,1.0,,,,,,
338,289696,5408,0.01902081962203776,1.0,1.0,,,,,,,,,
339,290608,5424,0.016264580276282622,1.0,1.0,,,,,,,,,
340,291520,5440,0.02203318280453987,1.0,1.0,,,,,,,,,
341,292176,5456,0.01923851155144152,0.9375,0.9375,,,,,,,,,
342,293088,5472,0.01563719981814572,1.0,1.0,,,,,,,,,
343,293872,5488,0.018438206140033133,1.0,1.0,,,,,,,,,
344,294912,5504,0.016571149520544212,1.0,1.0,,,,,,,,,
345,295696,5520,0.022322649031671988,1.0,1.0,0.016174936602613616,1.0,1.0,,,,,,
346,296352,5536,0.018760940623563756,1.0,1.0,,,,,,,,,
347,297136,5552,0.022440296628833612,0.9375,0.9375,,,,,,,,,
348,298048,5568,0.017708895766461678,1.0,1.0,,,,,,,,,
349,298960,5584,0.01937965028349863,1.0,1.0,,,,,,,,,
350,299872,5600,0.021453412704536882,1.0,1.0,,,,,,,,,
351,300528,5616,0.025475357622265903,1.0,1.0,,,,,,,,,
352,301312,5632,0.019641723922794632,1.0,1.0,,,,,,,,,
353,302096,5648,0.01891392981290133,0.9375,0.9375,0.014447501834043561,1.0,1.0,,,,,,
354,302880,5664,0.01862777960812418,0.9375,0.9375,,,,,,,,,
355,303664,5680,0.018319331354569476,1.0,1.0,,,,,,,,,
356,304576,5696,0.02069328779693379,0.875,0.875,,,,,,,,,
357,305360,5712,0.02045329684981335,0.9375,0.9375,,,,,,,,,
358,306016,5728,0.020087709575847386,1.0,1.0,,,,,,,,,
359,306800,5744,0.016877598024417868,1.0,1.0,,,,,,,,,
360,307712,5760,0.016234994050864548,0.9375,0.9375,,,,,,,,,
361,308496,5776,0.01878623256757005,1.0,1.0,0.01418304977723002,1.0,1.0,,,,,,
362,309408,5792,0.016270883708593382,0.9375,0.9375,,,,,,,,,
363,310448,5808,0.015354930091793813,0.9375,0.9375,,,,,,,,,
364,311488,5824,0.013193770215096346,1.0,1.0,,,,,,,,,
365,312144,5840,0.017923493227452465,1.0,1.0,,,,,,,,,
366,312928,5856,0.017093570421686435,0.9375,0.9375,,,,,,,,,
367,313584,5872,0.022997729274892836,0.9375,0.9375,,,,,,,,,
368,314496,5888,0.018708653487613865,1.0,1.0,,,,,,,,,
369,315280,5904,0.016233114483678836,1.0,1.0,0.01848795406966457,1.0,1.0,,,,,,
370,315936,5920,0.01751435888958406,1.0,1.0,,,,,,,,,
371,316720,5936,0.0359759044842361,0.9375,0.9375,,,,,,,,,
372,317376,5952,0.023552999362366676,1.0,1.0,,,,,,,,,
373,318288,5968,0.01627666825503644,0.9375,0.9375,,,,,,,,,
374,319072,5984,0.021426447367650217,1.0,1.0,,,,,,,,,
375,319856,6000,0.01959852042291279,1.0,1.0,,,,,,,,,
376,320896,6016,0.012021182119840716,1.0,1.0,,,,,,,,,
377,321680,6032,0.0213791824182664,0.9375,0.9375,0.017375950826604813,1.0,1.0,,,,,,
378,322464,6048,0.01871032446512032,1.0,1.0,,,,,,,,,
379,323376,6064,0.015007372288936411,1.0,1.0,,,,,,,,,
380,324288,6080,0.016076786749621673,0.9375,0.9375,,,,,,,,,
381,325072,6096,0.013825525418184792,1.0,1.0,,,,,,,,,
382,325984,6112,0.01926383949012327,1.0,1.0,,,,,,,,,
383,326768,6128,0.02101304727449761,0.9375,0.9375,,,,,,,,,
384,327680,6144,0.01680913440350007,1.0,1.0,,,,,,,,,
385,328592,6160,0.013733214700233988,1.0,1.0,0.01727656873226396,1.0,1.0,,,,,,
386,329376,6176,0.015164595153768183,1.0,1.0,,,,,,,,,
387,330160,6192,0.02112820425654628,1.0,1.0,,,,,,,,,
388,330944,6208,0.022153292297217034,1.0,1.0,,,,,,,,,
389,331728,6224,0.01970347873153339,1.0,1.0,,,,,,,,,
390,332384,6240,0.022055392970979595,0.9375,0.9375,,,,,,,,,
391,333296,6256,0.017504027805254865,1.0,1.0,,,,,,,,,
392,334336,6272,0.018715379641261513,1.0,1.0,,,,,,,,,
393,335376,6288,0.014422693436131553,0.9375,0.9375,0.017184079220795352,1.0,1.0,,,,,,
394,336160,6304,0.020425080817372626,1.0,1.0,,,,,,,,,
395,337072,6320,0.019488733954245767,0.9375,0.9375,,,,,,,,,
396,338112,6336,0.01535484095484783,1.0,1.0,,,,,,,,,
397,338768,6352,0.02063412458095712,0.9375,0.9375,,,,,,,,,
398,339680,6368,0.02114180942877084,1.0,1.0,,,,,,,,,
399,340464,6384,0.020889829731849403,1.0,1.0,,,,,,,,,
400,341248,6400,0.02100050807979673,0.9375,0.9375,,,,,,,,,
401,342288,6416,0.016088874351854444,0.9375,0.9375,0.01584331741723648,1.0,1.0,,,,,,
402,343072,6432,0.017779137136575734,0.9375,0.9375,,,,,,,,,
403,343984,6448,0.015832940387560817,1.0,1.0,,,,,,,,,
404,344896,6464,0.020729931591465914,0.9375,0.9375,,,,,,,,,
405,345936,6480,0.013384884639584057,1.0,1.0,,,,,,,,,
406,346720,6496,0.01586935301009883,1.0,1.0,,,,,,,,,
407,347504,6512,0.019814882220288106,0.9375,0.9375,,,,,,,,,
408,348288,6528,0.02599738743659932,1.0,1.0,,,,,,,,,
409,349328,6544,0.016888390566062055,1.0,1.0,0.019790778200886858,1.0,1.0,,,,,,
410,350240,6560,0.01761443952437446,1.0,1.0,,,,,,,,,
411,351152,6576,0.013201206052564692,0.875,0.875,,,,,,,,,
412,351936,6592,0.020098950254132813,1.0,1.0,,,,,,,,,
413,352720,6608,0.02322327683078053,1.0,1.0,,,,,,,,,
414,353504,6624,0.01642043118471932,0.875,0.875,,,,,,,,,
415,354288,6640,0.019750535006242652,1.0,1.0,,,,,,,,,
416,355200,6656,0.01977998611710096,1.0,1.0,,,,,,,,,
417,356112,6672,0.017972366671330512,0.9375,0.9375,0.015531044676627439,1.0,1.0,,,,,,
418,357152,6688,0.017862739961406682,1.0,1.0,,,,,,,,,
419,358064,6704,0.019976296118223085,1.0,1.0,,,,,,,,,
420,359232,6720,0.011719986542095455,0.9375,0.9375,,,,,,,,,
421,360272,6736,0.01617877022075987,1.0,1.0,,,,,,,,,
422,361056,6752,0.01904771374649589,1.0,1.0,,,,,,,,,
423,361968,6768,0.019952089952486544,1.0,1.0,,,,,,,,,
424,362752,6784,0.019015752004610153,1.0,1.0,,,,,,,,,
425,363792,6800,0.018214761020478143,1.0,1.0,0.016364440149691968,1.0,1.0,,,,,,
426,364576,6816,0.016221126819187647,0.875,0.875,,,,,,,,,
427,365488,6832,0.017135395908716638,0.9375,0.9375,,,,,,,,,
428,366528,6848,0.013656421944879078,1.0,1.0,,,,,,,,,
429,367440,6864,0.011102888118426912,1.0,1.0,,,,,,,,,
430,368352,6880,0.019788895826988145,1.0,1.0,,,,,,,,,
431,369136,6896,0.02066521170212899,1.0,1.0,,,,,,,,,
432,370048,6912,0.021517595999892922,0.9375,0.9375,,,,,,,,,
433,370832,6928,0.018682489018330938,1.0,1.0,0.02462286703532192,1.0,1.0,,,,,,
434,371488,6944,0.01878692864823671,1.0,1.0,,,,,,,,,
435,372400,6960,0.020502794777354925,1.0,1.0,,,,,,,,,
436,373184,6976,0.022376930244202103,1.0,1.0,,,,,,,,,
437,373840,6992,0.019293446840920808,1.0,1.0,,,,,,,,,
438,374624,7008,0.018554810435776874,0.9375,0.9375,,,,,,,,,
439,375536,7024,0.01582806791627474,1.0,1.0,,,,,,,,,
440,376448,7040,0.01790458208177715,1.0,1.0,,,,,,,,,
441,377232,7056,0.01863285708806022,1.0,1.0,0.01622905669644861,1.0,1.0,,,,,,
442,378016,7072,0.018511836627198998,1.0,1.0,,,,,,,,,
443,378800,7088,0.0190306608088243,0.9375,0.9375,,,,,,,,,
444,379584,7104,0.021334524689615036,1.0,1.0,,,,,,,,,
445,380496,7120,0.0203469268275919,1.0,1.0,,,,,,,,,
446,381280,7136,0.02266773494942458,1.0,1.0,,,,,,,,,
447,382064,7152,0.018948364297288977,1.0,1.0,,,,,,,,,
448,383104,7168,0.013976774721796233,1.0,1.0,,,,,,,,,
449,384016,7184,0.020297897394504254,1.0,1.0,0.02118352644940984,1.0,1.0,,,,,,
450,384928,7200,0.018924420706527466,1.0,1.0,,,,,,,,,
451,385840,7216,0.015845335425143946,1.0,1.0,,,,,,,,,
452,386752,7232,0.015151950919280191,1.0,1.0,,,,,,,,,
453,387664,7248,0.018971042229294587,1.0,1.0,,,,,,,,,
454,388448,7264,0.017160507817297815,0.9375,0.9375,,,,,,,,,
455,389360,7280,0.019178330180679548,1.0,1.0,,,,,,,,,
456,390272,7296,0.018674049584025857,0.9375,0.9375,,,,,,,,,
457,390928,7312,0.019946051555938597,1.0,1.0,0.016581382685514873,1.0,1.0,,,,,,
458,391840,7328,0.018270312731187018,1.0,1.0,,,,,,,,,
459,392752,7344,0.015854552497694466,1.0,1.0,,,,,,,,,
460,393664,7360,0.01622783578441483,1.0,1.0,,,,,,,,,
461,394448,7376,0.02173745760686302,1.0,1.0,,,,,,,,,
462,395360,7392,0.018640033085384897,0.875,0.875,,,,,,,,,
463,396272,7408,0.017246202120998203,1.0,1.0,,,,,,,,,
464,397184,7424,0.015753317658850758,1.0,1.0,,,,,,,,,
465,397840,7440,0.019046478770459487,1.0,1.0,0.01849723514722247,1.0,1.0,,,,,,
466,398496,7456,0.01733595350270079,1.0,1.0,,,,,,,,,
467,399280,7472,0.019882035573375322,1.0,1.0,,,,,,,,,
468,399936,7488,0.018489665111190278,0.9375,0.9375,,,,,,,,,
469,400720,7504,0.017204659203782457,1.0,1.0,,,,,,,,,
470,401760,7520,0.013986108568802287,1.0,1.0,,,,,,,,,
471,402800,7536,0.016734229067197185,0.9375,0.9375,,,,,,,,,
472,403840,7552,0.015925004538656008,0.9375,0.9375,,,,,,,,,
473,404752,7568,0.016755302309268732,1.0,1.0,0.01844782970982924,1.0,1.0,,,,,,
474,405408,7584,0.01975487190122322,1.0,1.0,,,,,,,,,
475,406192,7600,0.02005264113170019,0.9375,0.9375,,,,,,,,,
476,407104,7616,0.014983416509186163,1.0,1.0,,,,,,,,,
477,408144,7632,0.016006884254459168,1.0,1.0,,,,,,,,,
478,409056,7648,0.01874426576138518,1.0,1.0,,,,,,,,,
479,410096,7664,0.017883373471356715,1.0,1.0,,,,,,,,,
480,411008,7680,0.017727079067106806,1.0,1.0,,,,,,,,,
481,411792,7696,0.016539669975936845,1.0,1.0,0.020547637882140084,1.0,1.0,,,,,,
482,412704,7712,0.015425925237434227,0.9375,0.9375,,,,,,,,,
483,413360,7728,0.01895647190514012,1.0,1.0,,,,,,,,,
484,414272,7744,0.020658000780830802,1.0,1.0,,,,,,,,,
485,415184,7760,0.015026546051370326,1.0,1.0,,,,,,,,,
486,416224,7776,0.018635799697007693,1.0,1.0,,,,,,,,,
487,417008,7792,0.017874405768924267,1.0,1.0,,,,,,,,,
488,417792,7808,0.017867374902072106,1.0,1.0,,,,,,,,,
489,418576,7824,0.01811266278988616,0.9375,0.9375,0.02211471305212645,1.0,1.0,,,,,,
490,419360,7840,0.020213897652461506,0.9375,0.9375,,,,,,,,,
491,420144,7856,0.018209971348757535,1.0,1.0,,,,,,,,,
492,420800,7872,0.026568194920824396,1.0,1.0,,,,,,,,,
493,421456,7888,0.018907756229883037,1.0,1.0,,,,,,,,,
494,422624,7904,0.015242701541080865,1.0,1.0,,,,,,,,,
495,423408,7920,0.017311937648560115,1.0,1.0,,,,,,,,,
496,424448,7936,0.014308086042765462,1.0,1.0,,,,,,,,,
497,425232,7952,0.020092750521327887,1.0,1.0,0.019415563241162677,1.0,1.0,,,,,,
498,426144,7968,0.016586457673845985,0.9375,0.9375,,,,,,,,,
499,427184,7984,0.018260255016759645,1.0,1.0,,,,,,,,,
500,427968,8000,0.020162932093205417,0.875,0.875,,,,,,,,,
501,428752,8016,0.022478814040009218,1.0,1.0,,,,,,,,,
502,429536,8032,0.018395108219543772,0.9375,0.9375,,,,,,,,,
503,430448,8048,0.018155506214341068,1.0,1.0,,,,,,,,,
504,431232,8064,0.019537324565532404,1.0,1.0,,,,,,,,,
505,432144,8080,0.01722952165398352,1.0,1.0,0.01981797337578846,1.0,1.0,,,,,,
506,433056,8096,0.015606331604436433,1.0,1.0,,,,,,,,,
507,433712,8112,0.022172559843072006,1.0,1.0,,,,,,,,,
508,434496,8128,0.023619562374745065,1.0,1.0,,,,,,,,,
509,435536,8144,0.014684989066324513,1.0,1.0,,,,,,,,,
510,436448,8160,0.014725599841813649,1.0,1.0,,,,,,,,,
511,437232,8176,0.021665772469302694,1.0,1.0,,,,,,,,,
512,438144,8192,0.014817805137725041,1.0,1.0,,,,,,,,,
513,439056,8208,0.017250695194838142,1.0,1.0,0.019787750310226355,1.0,1.0,,,,,,
514,439712,8224,0.023362564992395734,1.0,1.0,,,,,,,,,
515,440496,8240,0.02013100129408135,1.0,1.0,,,,,,,,,
516,441280,8256,0.01836789054896838,1.0,1.0,,,,,,,,,
517,442320,8272,0.010882559421242064,1.0,1.0,,,,,,,,,
518,443360,8288,0.013924366536478487,1.0,1.0,,,,,,,,,
519,444272,8304,0.018027302080235025,1.0,1.0,,,,,,,,,
520,445184,8320,0.01365104593072764,1.0,1.0,,,,,,,,,
521,446224,8336,0.016060682567168562,1.0,1.0,0.018917921255776095,1.0,1.0,,,,,,
522,447008,8352,0.019514233815307022,0.9375,0.9375,,,,,,,,,
523,447664,8368,0.02103532175596331,1.0,1.0,,,,,,,,,
524,448576,8384,0.012609117417011565,1.0,1.0,,,,,,,,,
525,449360,8400,0.017924758815823384,1.0,1.0,,,,,,,,,
526,450400,8416,0.013155021896917632,1.0,1.0,,,,,,,,,
527,451312,8432,0.01566207243813738,1.0,1.0,,,,,,,,,
528,452352,8448,0.01477651647691527,1.0,1.0,,,,,,,,,
529,453392,8464,0.016717044008682083,1.0,1.0,0.01745429505170027,1.0,1.0,,,,,,
530,454432,8480,0.01606527855289663,1.0,1.0,,,,,,,,,
531,455216,8496,0.022096178703665526,1.0,1.0,,,,,,,,,
532,456000,8512,0.017467908686235725,1.0,1.0,,,,,,,,,
533,456912,8528,0.01738759020508216,1.0,1.0,,,,,,,,,
534,458080,8544,0.015279983269856103,0.9375,0.9375,,,,,,,,,
535,459248,8560,0.01433115944628851,1.0,1.0,,,,,,,,,
536,460160,8576,0.0174469833784661,1.0,1.0,,,,,,,,,
537,461328,8592,0.015869662197949344,0.875,0.875,0.02179554965673139,1.0,1.0,,,,,,
538,461984,8608,0.02326587980732069,0.875,0.875,,,,,,,,,
539,462896,8624,0.014687755865277105,1.0,1.0,,,,,,,,,
540,463552,8640,0.020474404378920154,1.0,1.0,,,,,,,,,
541,464464,8656,0.013787691149788941,1.0,1.0,,,,,,,,,
542,465248,8672,0.015857879243387694,1.0,1.0,,,,,,,,,
543,466160,8688,0.017982538794665128,1.0,1.0,,,,,,,,,
544,466944,8704,0.019359583471782193,0.9375,0.9375,,,,,,,,,
545,467728,8720,0.01976627196264393,1.0,1.0,0.016521821503277263,1.0,1.0,,,,,,
546,468640,8736,0.019034421886594745,1.0,1.0,,,,,,,,,
547,469424,8752,0.01737110124610505,1.0,1.0,,,,,,,,,
548,470336,8768,0.016774659253910737,1.0,1.0,,,,,,,,,
549,471248,8784,0.017262982968330544,0.9375,0.9375,,,,,,,,,
550,472160,8800,0.018231701679092962,0.9375,0.9375,,,,,,,,,
551,473072,8816,0.015460772399577495,0.9375,0.9375,,,,,,,,,
552,473856,8832,0.020350538606318008,1.0,1.0,,,,,,,,,
553,474768,8848,0.018707397226385425,1.0,1.0,0.016361570530759317,1.0,1.0,,,,,,
554,475808,8864,0.013644347022706178,1.0,1.0,,,,,,,,,
555,476464,8880,0.022995939696006308,1.0,1.0,,,,,,,,,
556,477376,8896,0.016834583003049772,1.0,1.0,,,,,,,,,
557,478544,8912,0.01502504914717204,1.0,1.0,,,,,,,,,
558,479200,8928,0.022970051235250307,1.0,1.0,,,,,,,,,
559,480112,8944,0.01752292027167268,1.0,1.0,,,,,,,,,
560,481152,8960,0.01496257896833882,1.0,1.0,,,,,,,,,
561,482064,8976,0.015104837482449474,1.0,1.0,0.02201831695091381,1.0,1.0,,,,,,
562,482976,8992,0.014831163526474468,0.9375,0.9375,,,,,,,,,
563,483888,9008,0.017894441312396623,0.9375,0.9375,,,,,,,,,
564,484672,9024,0.017855810631936083,1.0,1.0,,,,1.0,1.0,1.0,0.9999999999999999,1.0,1.0

